Activity Master: Activity Master Number,Activity Master: ID,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,License Type (Arabic),Is Not Allowed for Coworking(ESR),RAKEZ HSE Risk Classification,Compliance Risk Rating -RR,Is Special,Activity Price,Activity Group,Activity Group (Arabic),GICS Business Sector,GICS Subsector,Segment Name English,Segment Name Arabic,Description,Description (Arabic),Qualification Requirement,Documents Required
AM-08359,a0v4H00000fYcmr,Non-Freezone,8620022,Neurosurgery,جراحة الأعصاب,Active,,Professional,مهنية,-,Medium,,Standard,,Medical clinics,العيادات الطبية,,,,,"Includes clinics where an specialized surgeon is permanently and continuously available diagnosis and therapy of the diseases and disorders which affect any portion of the nervous system including the brain, spinal cord, peripheral nerves, as well as the prescription of medicine.",يشمل العيادات التي يعمل فيها بصفة أصلية ومستمرة طبيب أو أكثر من الأطباء الأخصائيين أو الاستشاريين في تشخيص وعلاج الإختلالات التي تصيب أي عضو من الجهاز العصبي بما في ذلك الدماغ والنخاع الشوكي والجهاز العصبي المحيطي ووصف العلاج والدواء المناسب.,Certified_Academic_Degree,Ministry of Health & Prevention
AM-04746,a0v580000018MZa,Freezone,501001,New Passenger Motor Vehicles Trading,تجارة سيارات الركاب الجديدة,Active,,Commercial,تجارية,-,Low,,Standard,,Trading in motor vehicles and motorcysles,تجاره السيارات والدراجات,Consumer Discretionary,Consumer Discretionary Distribution & Retail,,,"Includes reselling of new motor vehicle for personal passenger use, or for commercial use including rental and taxi services.",يشمل إعادة بيع السيارات الجديدة المعدة لنقل الركاب سواء للإستعمال الشخصي في الإنتقال ونقل الأمتعة أو للإستعمال التجاري بغرض التأجير للأفراد أو لنقل الركاب بالأجرة.,,
AM-07423,a0v4H00000fYcXl,Non-Freezone,4510101,New Passengers Vehicle Trading,تجارة سيارات الركاب الجديدة,Active,,Commercial,تجارية,-,Low,,Standard,,Car Rental,تأجير السيارات,Consumer Discretionary,Consumer Discretionary Distribution & Retail,General Trading,التجارة العامة,"Include all commercial agencies or special exhibitions to sell new vehicles for the transfer of passengers, whether for personal use in the transportation and storage or commercial use for leasing to individuals or to transport passengers for a fee.",تشمل جميع الوكالات التجارية أو المعارض الخاصة ببيع السيارات الجديدة المعدة لنقل الركاب سواء للإستعمال الشخصي في الإنتقال ونقل الأمتعة أو للإستعمال التجاري بغرض التأجير علي الأفراد أو لنقل الركاب بالأجرة.,,
AM-06850,a0v5800000dp8EZ,Freezone,100038,News Agencies,وكالة أنباء,Active,,Media,اعلام,-,Low,,Standard,,Business Information,المعلومات التجارية,Communication Services,Media,,,News Agencies,وكالة أنباء,Certified_Academic_Degree,"Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form"
AM-06851,a0v5800000dp8Ea,Freezone,100013,News Distribution Service,خدمة نشر الأخبار,Active,,Media,اعلام,-,Medium,,Standard,,Media & Marketing Services,الخدمات التسويقية والإعلامية,Communication Services,Media,,,News Distribution Service,خدمة نشر الأخبار,,Media Brief Form
AM-06925,a0v5800000dq0xy,Freelance Permit,1514032,NEWS EDITOR,محرر أخبار,Active,,Freelance Permit,تصريح حر,-,Low,,,,Media,اعلام,,,,,,,,
AM-06947,a0v5800000dq0yK,Freelance Permit,1514061,NEWS LISTENER,مراقب اخبار(منصت),Active,,Freelance Permit,تصريح حر,-,Low,,,,Media,اعلام,,,,,,,,
AM-06852,a0v5800000dp8Eb,Freezone,100077,Newspapers (Regional and National),صحف (إقليمية ومحلية),Active,,Media,اعلام,-,Medium,,Standard,,Publishing,النشر,Communication Services,Media,,,Newspapers (Regional and National),صحف (إقليمية ومحلية),Certified_Academic_Degree,"Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form"
AM-06970,a0v5800000dqUJe,Freelance Permit,182,NEWS PRODUCER,منتج اخبار,Active,,Freelance Permit,تصريح حر,-,Low,,,,Media,اعلام,,,,,,,,
AM-07428,a0v4H00000fYcXq,Non-Freezone,4510106,New Trailers Trading,تجارة المقطورات الجديدة,Active,,Commercial,تجارية,-,Low,,Standard,,General Trading,التجارة العامة,,,General Trading,التجارة العامة,"Includes businesses , exhibitions or agencies that trafficking in buying or selling to encourage the types of those devoted to transport all kinds of goods , construction materials and transport tanks in different sizes and types of new trailers and includes activity all spare parts and supplies Trailers and excluding activity semi- trailers",يشمل المنشأت التجارية أو المعارض أو الوكالات التى تقوم بالأتجار بالبيع أو الشراء لجيع أنواع والمقطورات الجديدة تلك المخصصة لنقل جميع انواع البضائع ومواد البناء وصهاريج النقل باختلاف احجامها وأنواعها ويشمل ذلك النشاط جميع قطع الغيار واللوازم الخاصة المقطورات ولايشمل النشاط اشباه المقطورات,,
AM-03463,a0v580000018MEt,Freezone,742161,"Noise Control, Vibration & Acoustics Consultancy",استشارات التحكم في الصوت والضجيج والاهتزازات,Active,,Services,خدمية,-,Low,,Standard,,Consultancy -B- Engineering,الاستشارات - الهندسة والعمارة,Industrials,Construction & Engineering,,,"Includes offering noise control, vibration & accoustics services for commercial and industrial sectors. The objective is to address noise impact of loud sources near noise sensitive areas such as hospitals, airports, mosques, theatres, cinema halls...etc. It involves measures design, technical specifications setting, execution and supervising.",يشمل تقديم الاستشارات في مجال قياس الاصوت والتحكم في الضجيج والاهتزازات للابنية التجارية والصناعية والإنشاءات المختلفة الاغراض كالمستشفيات والمطارات والجوامع والمسارح ودرو السينما وغيرها، كما يشمل إعداد التصاميم والرسومات الإنشائية والمواصفات الفنية المتعلقة بها، ومتابعة أعمال التنفيذ والإشراف عليها.,,
AM-06478,a0v580000018gWy,Freezone,RAKEZ /2017/70,Non-Academic Infrastructure Provider,موفر البنية التحتية الغير أكاديمية,Active,"50,000",Educational,تعليمية  ,-,Low,,Standard,"100,000",Non-Academic Services Provider,مزود خدمات غير أكاديمية,Education,Non-Academic Services,,,"commercial company that will be responsible for all the non-academic affairs of the academic institutions. This would include: providing infrastructure, visas, marketing, admissions, HR and any other support related areas",,,Academic Zone
AM-08522,a0v4H00000g5mcF,Non-Freezone,1103103,Non-Alcoholic Beer Manufacturing,صناعة مشروب الجعة بدون كحول,Active,,Industrial,صناعية,-,Low,,Standard,,Alcoholic beverage industry,صناعة المشروبات الكحولية,,,Alcoholic beverage industry,صناعة المشروبات الكحولية,,,,"Environment Protection & Development Authority, Department of Civil Defense, RAK Municipality-Public Health Department, CCTV Certificate from General Resources Authority"
AM-08523,a0v4H00000g5mcG,Non-Freezone,1104101,Non-Alcoholic Beverages Manufacturing,صناعة المشروبات غير الكحولية,Active,,Industrial,صناعية,-,Low,,Standard,,Alcoholic beverage industry,صناعة المشروبات الكحولية,Consumer Staples,Food & Beverages,Alcoholic beverage industry,صناعة المشروبات الكحولية,"The activity is concerned with the manufacture of non-alcoholic beverages, it is a mixture of fruit and ginger and some other additions are prepared and consumed especially on occasions and as examples of these beverages, orange mixture, orange and pineapple mixture, cherry mixture, sparkling pear mixture, white grape mixture, Mix peach, cocktails mixture, ...etc.",النشاط معني بصناعة مشروبات غير كحولية وهي مشروبات خليط مسكر من الفواكه والجنزبيل وبعض الإضافات الأخرى يتم تحضيره واستهلاكه خاصة في المناسبات وكأمثلة على هذه المشروبات، خليط البرتقال، خليط البرتقال والأناناس، خليط الكرز، خليط الكمثرى الفوارة، خليط العنب الأبيض، خليط الخوخ، خليط الكوكتيلات ... إلخ,,"Environment Protection & Development Authority, Department of Civil Defense, RAK Municipality-Public Health Department, CCTV Certificate from General Resources Authority"
